"year","age","qx","lx","dx","Lx","Tx","ex","sex"
1930,55,"0.01115",77621,"865","77,188","1,796,221","23.14","M"
1930,56,"0.01177",76756,"903","76,304","1,719,033","22.40","M"
1930,57,"0.01261",75852,"956","75,374","1,642,729","21.66","M"
1930,58,"0.01376",74896,"1,031","74,381","1,567,354","20.93","M"
1930,59,"0.01477",73866,"1,091","73,320","1,492,973","20.21","M"
1930,60,"0.01576",72775,"1,147","72,201","1,419,653","19.51","M"
1930,61,"0.01683",71628,"1,206","71,025","1,347,452","18.81","M"
1930,62,"0.01778",70422,"1,252","69,796","1,276,427","18.13","M"
1930,63,"0.01947",69170,"1,347","68,496","1,206,631","17.44","M"
1930,64,"0.02093",67823,"1,419","67,113","1,138,134","16.78","M"
1930,65,"0.02239",66404,"1,487","65,660","1,071,021","16.13","M"
1930,66,"0.02406",64917,"1,562","64,136","1,005,360","15.49","M"
1930,67,"0.02588",63355,"1,639","62,535","941,225","14.86","M"
1930,68,"0.02748",61716,"1,696","60,868","878,689","14.24","M"
1930,69,"0.02931",60020,"1,759","59,140","817,822","13.63","M"
1930,70,"0.03125",58261,"1,821","57,350","758,681","13.02","M"
1930,71,"0.03341",56440,"1,885","55,497","701,331","12.43","M"
1930,72,"0.03655",54554,"1,994","53,557","645,834","11.84","M"
1930,73,"0.03918",52561,"2,059","51,531","592,276","11.27","M"
1930,74,"0.04201",50501,"2,121","49,441","540,746","10.71","M"
1930,75,"0.04523",48380,"2,188","47,286","491,305","10.16","M"
1930,76,"0.04902",46192,"2,264","45,059","444,019","9.61","M"
1930,77,"0.05332",43927,"2,342","42,756","398,960","9.08","M"
1930,78,"0.05816",41585,"2,419","40,376","356,203","8.57","M"
1930,79,"0.06363",39167,"2,492","37,921","315,827","8.06","M"
1930,80,"0.06978",36675,"2,559","35,395","277,907","7.58","M"
1930,81,"0.07671",34116,"2,617","32,807","242,512","7.11","M"
1930,82,"0.08453",31499,"2,662","30,167","209,705","6.66","M"
1930,83,"0.09336",28836,"2,692","27,490","179,537","6.23","M"
1930,84,"0.10327",26144,"2,700","24,794","152,047","5.82","M"
1930,85,"0.11424",23444,"2,678","22,105","127,253","5.43","M"
1930,86,"0.12620",20766,"2,621","19,455","105,149","5.06","M"
1930,87,"0.13909",18145,"2,524","16,883","85,693","4.72","M"
1930,88,"0.15284",15621,"2,388","14,427","68,810","4.40","M"
1930,89,"0.16744",13234,"2,216","12,126","54,383","4.11","M"
1930,90,"0.18289",11018,"2,015","10,010","42,257","3.84","M"
1930,91,"0.19919",9003,"1,793","8,106","32,247","3.58","M"
1930,92,"0.21638",7209,"1,560","6,429","24,140","3.35","M"
1930,93,"0.23447",5649,"1,325","4,987","17,711","3.13","M"
1930,94,"0.25348",4325,"1,096","3,777","12,724","2.94","M"
1930,95,"0.27216",3229,"879","2,789","8,947","2.77","M"
1930,96,"0.29020",2350,"682","2,009","6,158","2.62","M"
1930,97,"0.30727",1668,"513","1,412","4,149","2.49","M"
1930,98,"0.32302",1155,"373","969","2,737","2.37","M"
1930,99,"0.33712",782,"264","650","1,768","2.26","M"
1930,100,"0.35183",519,"182","427","1,118","2.16","M"
1930,101,"0.36720",336,"123","274","691","2.06","M"
1930,102,"0.38326",213,"82","172","416","1.96","M"
1930,103,"0.40001",131,"52","105","244","1.86","M"
1930,104,"0.41752",79,"33","62","140","1.77","M"
1930,105,"0.43580",46,"20","36","77","1.69","M"
1930,106,"0.45488",26,"12","20","41","1.60","M"
1930,107,"0.47481",14,"7","11","21","1.52","M"
1930,108,"0.49564",7,"4","6","11","1.44","M"
1930,109,"0.51738",4,"2","3","5","1.36","M"
1930,110,"0.54009",2,"1","1","2","1.29","M"
1930,111,"0.56381",1,"0","1","1","1.22","M"
1930,112,"0.58858",0,"0","0","0","1.15","M"
1930,113,"0.61446",0,"0","0","0","1.09","M"
1930,114,"0.64148",0,"0","0","0","1.03","M"
1930,115,"0.66972",0,"0","0","0","0.96","M"
1930,116,"0.69920",0,"0","0","0","0.91","M"
1930,117,"0.73001",0,"0","0","0","0.85","M"
1930,118,"0.76220",0,"0","0","0","0.80","M"
1930,119,"0.79580",0,"0","0","0","0.74","M"
1930,0,"0.05179",1e+05,"5,179","95,945","7,284,649","72.85","F"
1930,1,"0.00908",94821,"861","94,391","7,188,704","75.81","F"
1930,2,"0.00409",93960,"384","93,768","7,094,313","75.50","F"
1930,3,"0.00303",93577,"284","93,435","7,000,544","74.81","F"
1930,4,"0.00261",93293,"243","93,171","6,907,110","74.04","F"
1930,5,"0.00195",93049,"181","92,959","6,813,939","73.23","F"
1930,6,"0.00157",92868,"146","92,795","6,720,980","72.37","F"
1930,7,"0.00122",92723,"113","92,666","6,628,184","71.48","F"
1930,8,"0.00096",92609,"89","92,565","6,535,518","70.57","F"
1930,9,"0.00076",92520,"70","92,485","6,442,954","69.64","F"
1930,10,"0.00073",92450,"67","92,416","6,350,469","68.69","F"
1930,11,"0.00068",92382,"63","92,351","6,258,053","67.74","F"
1930,12,"0.00064",92319,"59","92,290","6,165,702","66.79","F"
1930,13,"0.00077",92260,"71","92,225","6,073,412","65.83","F"
1930,14,"0.00083",92189,"76","92,151","5,981,187","64.88","F"
1930,15,"0.00090",92113,"83","92,071","5,889,036","63.93","F"
1930,16,"0.00092",92030,"85","91,988","5,796,965","62.99","F"
1930,17,"0.00098",91945,"90","91,901","5,704,977","62.05","F"
1930,18,"0.00097",91856,"89","91,811","5,613,076","61.11","F"
1930,19,"0.00092",91766,"85","91,724","5,521,265","60.17","F"
1930,20,"0.00092",91682,"84","91,640","5,429,541","59.22","F"
1930,21,"0.00091",91597,"84","91,556","5,337,902","58.28","F"
1930,22,"0.00090",91514,"82","91,473","5,246,346","57.33","F"
1930,23,"0.00084",91432,"77","91,393","5,154,874","56.38","F"
1930,24,"0.00082",91355,"75","91,317","5,063,480","55.43","F"
1930,25,"0.00085",91280,"77","91,241","4,972,163","54.47","F"
1930,26,"0.00085",91203,"77","91,164","4,880,921","53.52","F"
1930,27,"0.00092",91125,"84","91,083","4,789,757","52.56","F"
1930,28,"0.00094",91041,"86","90,998","4,698,674","51.61","F"
1930,29,"0.00100",90956,"91","90,910","4,607,675","50.66","F"
1930,30,"0.00106",90865,"96","90,817","4,516,765","49.71","F"
1930,31,"0.00112",90769,"102","90,718","4,425,948","48.76","F"
1930,32,"0.00120",90667,"109","90,612","4,335,230","47.81","F"
1930,33,"0.00131",90558,"119","90,499","4,244,618","46.87","F"
1930,34,"0.00146",90439,"132","90,373","4,154,119","45.93","F"
1930,35,"0.00157",90307,"141","90,237","4,063,746","45.00","F"
1930,36,"0.00165",90166,"149","90,091","3,973,509","44.07","F"
1930,37,"0.00183",90017,"165","89,935","3,883,418","43.14","F"
1930,38,"0.00202",89852,"182","89,761","3,793,483","42.22","F"
1930,39,"0.00219",89671,"196","89,572","3,703,722","41.30","F"
1930,40,"0.00232",89474,"207","89,371","3,614,149","40.39","F"
1930,41,"0.00250",89267,"223","89,156","3,524,778","39.49","F"
1930,42,"0.00266",89044,"237","88,926","3,435,623","38.58","F"
1930,43,"0.00282",88807,"251","88,682","3,346,697","37.68","F"
1930,44,"0.00296",88557,"262","88,426","3,258,015","36.79","F"
1930,45,"0.00307",88294,"271","88,159","3,169,589","35.90","F"
1930,46,"0.00324",88023,"285","87,881","3,081,430","35.01","F"
1930,47,"0.00341",87738,"299","87,589","2,993,549","34.12","F"
1930,48,"0.00367",87440,"321","87,279","2,905,960","33.23","F"
1930,49,"0.00380",87118,"331","86,953","2,818,681","32.35","F"
1930,50,"0.00418",86787,"362","86,606","2,731,728","31.48","F"
1930,51,"0.00446",86425,"386","86,232","2,645,122","30.61","F"
1930,52,"0.00467",86039,"402","85,838","2,558,890","29.74","F"
1930,53,"0.00518",85637,"444","85,415","2,473,052","28.88","F"
1930,54,"0.00553",85194,"471","84,958","2,387,636","28.03","F"
1930,55,"0.00603",84722,"511","84,467","2,302,678","27.18","F"
1930,56,"0.00632",84211,"532","83,945","2,218,212","26.34","F"
1930,57,"0.00692",83679,"579","83,389","2,134,267","25.51","F"
1930,58,"0.00773",83100,"642","82,779","2,050,877","24.68","F"
1930,59,"0.00825",82458,"680","82,118","1,968,099","23.87","F"
1930,60,"0.00891",81777,"728","81,413","1,885,981","23.06","F"
1930,61,"0.00961",81049,"779","80,660","1,804,568","22.27","F"
1930,62,"0.01023",80270,"821","79,860","1,723,908","21.48","F"
1930,63,"0.01131",79449,"899","79,000","1,644,048","20.69","F"
1930,64,"0.01213",78551,"953","78,074","1,565,048","19.92","F"
1930,65,"0.01314",77598,"1,020","77,088","1,486,974","19.16","F"
1930,66,"0.01428",76578,"1,094","76,032","1,409,886","18.41","F"
1930,67,"0.01533",75485,"1,157","74,906","1,333,854","17.67","F"
1930,68,"0.01675",74327,"1,245","73,705","1,258,948","16.94","F"
1930,69,"0.01825",73082,"1,334","72,415","1,185,243","16.22","F"
1930,70,"0.01981",71749,"1,421","71,038","1,112,828","15.51","F"
1930,71,"0.02142",70327,"1,506","69,574","1,041,790","14.81","F"
1930,72,"0.02372",68821,"1,632","68,005","972,215","14.13","F"
1930,73,"0.02578",67189,"1,732","66,323","904,210","13.46","F"
1930,74,"0.02803",65457,"1,835","64,540","837,887","12.80","F"
1930,75,"0.03066",63622,"1,951","62,647","773,348","12.16","F"
1930,76,"0.03370",61671,"2,078","60,632","710,701","11.52","F"
1930,77,"0.03707",59593,"2,209","58,489","650,069","10.91","F"
1930,78,"0.04078",57384,"2,340","56,214","591,580","10.31","F"
1930,79,"0.04491",55044,"2,472","53,808","535,366","9.73","F"
1930,80,"0.04965",52572,"2,610","51,267","481,557","9.16","F"
1930,81,"0.05502",49962,"2,749","48,588","430,290","8.61","F"
1930,82,"0.06094",47213,"2,877","45,775","381,702","8.08","F"
1930,83,"0.06745",44336,"2,991","42,841","335,927","7.58","F"
1930,84,"0.07476",41346,"3,091","39,800","293,086","7.09","F"
1930,85,"0.08303",38255,"3,176","36,667","253,286","6.62","F"
1930,86,"0.09239",35078,"3,241","33,458","216,619","6.18","F"
1930,87,"0.10288",31837,"3,276","30,200","183,161","5.75","F"
1930,88,"0.11450",28562,"3,270","26,927","152,961","5.36","F"
1930,89,"0.12722",25292,"3,218","23,683","126,035","4.98","F"
1930,90,"0.14100",22074,"3,112","20,518","102,352","4.64","F"
1930,91,"0.15582",18962,"2,955","17,484","81,834","4.32","F"
1930,92,"0.17166",16007,"2,748","14,633","64,350","4.02","F"
1930,93,"0.18850",13259,"2,499","12,010","49,716","3.75","F"
1930,94,"0.20635",10760,"2,220","9,650","37,707","3.50","F"
1930,95,"0.22420",8540,"1,915","7,582","28,057","3.29","F"
1930,96,"0.24176",6625,"1,602","5,824","20,475","3.09","F"
1930,97,"0.25872",5023,"1,300","4,374","14,650","2.92","F"
1930,98,"0.27471",3724,"1,023","3,212","10,277","2.76","F"
1930,99,"0.28936",2701,"781","2,310","7,065","2.62","F"
1930,100,"0.30481",1919,"585","1,627","4,755","2.48","F"
1930,101,"0.32109",1334,"428","1,120","3,128","2.34","F"
1930,102,"0.33823",906,"306","753","2,008","2.22","F"
1930,103,"0.35631",599,"214","493","1,255","2.09","F"
1930,104,"0.37537",386,"145","313","763","1.98","F"
1930,105,"0.39545",241,"95","193","449","1.86","F"
1930,106,"0.41662",146,"61","115","256","1.75","F"
1930,107,"0.43894",85,"37","66","140","1.65","F"
1930,108,"0.46245",48,"22","37","74","1.55","F"
1930,109,"0.48726",26,"12","19","37","1.46","F"
1930,110,"0.51339",13,"7","10","18","1.37","F"
1930,111,"0.54093",6,"3","5","8","1.28","F"
1930,112,"0.56997",3,"2","2","4","1.19","F"
1930,113,"0.60059",1,"1","1","1","1.11","F"
1930,114,"0.63288",1,"0","0","1","1.04","F"
1930,115,"0.66690",0,"0","0","0","0.97","F"
1930,116,"0.69920",0,"0","0","0","0.91","F"
1930,117,"0.73001",0,"0","0","0","0.85","F"
1930,118,"0.76220",0,"0","0","0","0.80","F"
1930,119,"0.79580",0,"0","0","0","0.74","F"
1940,0,"0.05286",1e+05,"5,286","95,590","6,955,084","69.55","M"
1940,1,"0.00552",94714,"523","94,453","6,859,494","72.42","M"
1940,2,"0.00248",94191,"234","94,075","6,765,042","71.82","M"
1940,3,"0.00199",93958,"187","93,864","6,670,967","71.00","M"
1940,4,"0.00145",93771,"135","93,703","6,577,103","70.14","M"
1940,5,"0.00128",93636,"120","93,576","6,483,399","69.24","M"
1940,6,"0.00106",93515,"99","93,466","6,389,824","68.33","M"
1940,7,"0.00085",93416,"79","93,377","6,296,358","67.40","M"
1940,8,"0.00074",93337,"69","93,302","6,202,981","66.46","M"
1940,9,"0.00070",93268,"65","93,235","6,109,678","65.51","M"
1940,10,"0.00060",93203,"55","93,175","6,016,443","64.55","M"
1940,11,"0.00060",93147,"56","93,119","5,923,268","63.59","M"
1940,12,"0.00063",93091,"59","93,062","5,830,149","62.63","M"
1940,13,"0.00074",93033,"69","92,998","5,737,087","61.67","M"
1940,14,"0.00083",92963,"77","92,925","5,644,089","60.71","M"
1940,15,"0.00103",92886,"96","92,838","5,551,165","59.76","M"
1940,16,"0.00121",92790,"112","92,734","5,458,327","58.82","M"
1940,17,"0.00144",92678,"134","92,611","5,365,593","57.90","M"
1940,18,"0.00147",92544,"136","92,476","5,272,982","56.98","M"
1940,19,"0.00160",92408,"148","92,334","5,180,506","56.06","M"
1940,20,"0.00167",92261,"154","92,183","5,088,171","55.15","M"
1940,21,"0.00175",92106,"161","92,025","4,995,988","54.24","M"
1940,22,"0.00185",91945,"170","91,860","4,903,962","53.34","M"
1940,23,"0.00187",91774,"171","91,689","4,812,103","52.43","M"
1940,24,"0.00186",91603,"170","91,518","4,720,414","51.53","M"
1940,25,"0.00185",91432,"169","91,348","4,628,897","50.63","M"
1940,26,"0.00187",91263,"171","91,178","4,537,549","49.72","M"
1940,27,"0.00189",91092,"172","91,006","4,446,372","48.81","M"
1940,28,"0.00198",90920,"180","90,830","4,355,365","47.90","M"
1940,29,"0.00206",90740,"187","90,647","4,264,535","47.00","M"
1940,30,"0.00209",90554,"190","90,459","4,173,887","46.09","M"
1940,31,"0.00212",90364,"192","90,268","4,083,428","45.19","M"
1940,32,"0.00222",90173,"200","90,073","3,993,160","44.28","M"
1940,33,"0.00230",89973,"207","89,869","3,903,087","43.38","M"
1940,34,"0.00232",89766,"208","89,662","3,813,218","42.48","M"
1940,35,"0.00237",89558,"212","89,452","3,723,557","41.58","M"
1940,36,"0.00239",89346,"214","89,239","3,634,105","40.67","M"
1940,37,"0.00258",89132,"230","89,017","3,544,866","39.77","M"
1940,38,"0.00272",88903,"242","88,782","3,455,849","38.87","M"
1940,39,"0.00282",88661,"250","88,536","3,367,067","37.98","M"
1940,40,"0.00302",88410,"267","88,277","3,278,531","37.08","M"
1940,41,"0.00321",88144,"283","88,002","3,190,254","36.19","M"
1940,42,"0.00329",87861,"289","87,716","3,102,252","35.31","M"
1940,43,"0.00354",87572,"310","87,417","3,014,535","34.42","M"
1940,44,"0.00388",87262,"338","87,093","2,927,119","33.54","M"
1940,45,"0.00424",86923,"368","86,739","2,840,026","32.67","M"
1940,46,"0.00456",86555,"395","86,358","2,753,287","31.81","M"
1940,47,"0.00496",86160,"427","85,947","2,666,929","30.95","M"
1940,48,"0.00543",85733,"465","85,501","2,580,983","30.10","M"
1940,49,"0.00587",85268,"500","85,018","2,495,482","29.27","M"
1940,50,"0.00625",84768,"529","84,503","2,410,465","28.44","M"
1940,51,"0.00663",84238,"559","83,959","2,325,961","27.61","M"
1940,52,"0.00716",83680,"599","83,380","2,242,002","26.79","M"
1940,53,"0.00791",83081,"657","82,752","2,158,622","25.98","M"
1940,54,"0.00851",82424,"701","82,073","2,075,869","25.19","M"
1940,55,"0.00909",81723,"743","81,351","1,993,796","24.40","M"
1940,56,"0.00962",80980,"779","80,590","1,912,445","23.62","M"
1940,57,"0.01026",80200,"823","79,789","1,831,855","22.84","M"
1940,58,"0.01099",79377,"872","78,941","1,752,066","22.07","M"
1940,59,"0.01190",78505,"935","78,038","1,673,125","21.31","M"
1940,60,"0.01268",77571,"984","77,079","1,595,087","20.56","M"
1940,61,"0.01358",76587,"1,040","76,067","1,518,008","19.82","M"
1940,62,"0.01468",75547,"1,109","74,992","1,441,941","19.09","M"
1940,63,"0.01589",74438,"1,183","73,847","1,366,949","18.36","M"
1940,64,"0.01718",73255,"1,259","72,626","1,293,102","17.65","M"
1940,65,"0.01862",71997,"1,341","71,327","1,220,476","16.95","M"
1940,66,"0.02021",70656,"1,428","69,942","1,149,149","16.26","M"
1940,67,"0.02191",69228,"1,517","68,470","1,079,207","15.59","M"
1940,68,"0.02371",67711,"1,606","66,908","1,010,737","14.93","M"
1940,69,"0.02564",66106,"1,695","65,258","943,829","14.28","M"
1940,70,"0.02785",64411,"1,794","63,514","878,570","13.64","M"
1940,71,"0.03030",62617,"1,897","61,668","815,056","13.02","M"
1940,72,"0.03281",60720,"1,992","59,724","753,388","12.41","M"
1940,73,"0.03533",58728,"2,075","57,690","693,665","11.81","M"
1940,74,"0.03799",56653,"2,152","55,577","635,974","11.23","M"
1940,75,"0.04108",54500,"2,239","53,381","580,398","10.65","M"
1940,76,"0.04469",52262,"2,336","51,094","527,017","10.08","M"
1940,77,"0.04872",49926,"2,432","48,710","475,923","9.53","M"
1940,78,"0.05317",47494,"2,525","46,231","427,213","9.00","M"
1940,79,"0.05813",44969,"2,614","43,662","380,981","8.47","M"
1940,80,"0.06369",42355,"2,697","41,006","337,319","7.96","M"
1940,81,"0.07003",39658,"2,777","38,269","296,313","7.47","M"
1940,82,"0.07739",36880,"2,854","35,453","258,044","7.00","M"
1940,83,"0.08598",34026,"2,925","32,563","222,590","6.54","M"
1940,84,"0.09574",31101,"2,978","29,612","190,027","6.11","M"
1940,85,"0.10653",28123,"2,996","26,625","160,415","5.70","M"
1940,86,"0.11818",25127,"2,970","23,643","133,790","5.32","M"
1940,87,"0.13057",22158,"2,893","20,711","110,147","4.97","M"
1940,88,"0.14363",19265,"2,767","17,881","89,436","4.64","M"
1940,89,"0.15737",16498,"2,596","15,200","71,555","4.34","M"
1940,90,"0.17185",13901,"2,389","12,707","56,355","4.05","M"
1940,91,"0.18711",11512,"2,154","10,435","43,649","3.79","M"
1940,92,"0.20325",9358,"1,902","8,407","33,213","3.55","M"
1940,93,"0.22031",7456,"1,643","6,635","24,806","3.33","M"
1940,94,"0.23835",5814,"1,386","5,121","18,171","3.13","M"
1940,95,"0.25608",4428,"1,134","3,861","13,050","2.95","M"
1940,96,"0.27319",3294,"900","2,844","9,189","2.79","M"
1940,97,"0.28936",2394,"693","2,048","6,345","2.65","M"
1940,98,"0.30428",1701,"518","1,443","4,297","2.53","M"
1940,99,"0.31763",1184,"376","996","2,855","2.41","M"
1940,100,"0.33157",808,"268","674","1,859","2.30","M"
1940,101,"0.34613",540,"187","446","1,185","2.19","M"
1940,102,"0.36134",353,"128","289","739","2.09","M"
1940,103,"0.37722",225,"85","183","449","1.99","M"
1940,104,"0.39382",140,"55","113","266","1.90","M"
1940,105,"0.41115",85,"35","68","154","1.80","M"
1940,106,"0.42925",50,"22","39","86","1.72","M"
1940,107,"0.44816",29,"13","22","47","1.63","M"
1940,108,"0.46792",16,"7","12","24","1.55","M"
1940,109,"0.48855",8,"4","6","12","1.47","M"
1940,110,"0.51011",4,"2","3","6","1.39","M"
1940,111,"0.53264",2,"1","2","3","1.31","M"
1940,112,"0.55617",1,"1","1","1","1.24","M"
1940,113,"0.58075",0,"0","0","1","1.17","M"
1940,114,"0.60642",0,"0","0","0","1.11","M"
1940,115,"0.63324",0,"0","0","0","1.04","M"
1940,116,"0.66128",0,"0","0","0","0.98","M"
1940,117,"0.69056",0,"0","0","0","0.92","M"
1940,118,"0.72124",0,"0","0","0","0.87","M"
1940,119,"0.75314",0,"0","0","0","0.81","M"
1940,0,"0.04163",1e+05,"4,163","96,576","7,574,927","75.75","F"
1940,1,"0.00497",95837,"476","95,599","7,478,351","78.03","F"
1940,2,"0.00208",95361,"198","95,262","7,382,751","77.42","F"
1940,3,"0.00164",95163,"156","95,085","7,287,489","76.58","F"
1940,4,"0.00129",95007,"123","94,946","7,192,404","75.70","F"
1940,5,"0.00100",94884,"95","94,837","7,097,458","74.80","F"
1940,6,"0.00076",94789,"72","94,753","7,002,622","73.88","F"
1940,7,"0.00058",94717,"55","94,689","6,907,869","72.93","F"
1940,8,"0.00051",94662,"49","94,638","6,813,179","71.97","F"
1940,9,"0.00046",94613,"43","94,592","6,718,542","71.01","F"
1940,10,"0.00040",94570,"38","94,551","6,623,950","70.04","F"
1940,11,"0.00037",94532,"35","94,515","6,529,399","69.07","F"
1940,12,"0.00043",94497,"40","94,477","6,434,885","68.10","F"
1940,13,"0.00043",94457,"40","94,437","6,340,408","67.12","F"
1940,14,"0.00042",94417,"40","94,397","6,245,971","66.15","F"
1940,15,"0.00048",94377,"45","94,355","6,151,574","65.18","F"
1940,16,"0.00055",94332,"51","94,306","6,057,219","64.21","F"
1940,17,"0.00063",94281,"60","94,251","5,962,913","63.25","F"
1940,18,"0.00060",94221,"56","94,193","5,868,662","62.29","F"
1940,19,"0.00063",94165,"59","94,135","5,774,469","61.32","F"
1940,20,"0.00063",94106,"60","94,076","5,680,333","60.36","F"
1940,21,"0.00064",94046,"60","94,016","5,586,257","59.40","F"
1940,22,"0.00071",93986,"66","93,953","5,492,241","58.44","F"
1940,23,"0.00074",93920,"69","93,885","5,398,289","57.48","F"
1940,24,"0.00076",93850,"72","93,815","5,304,404","56.52","F"
1940,25,"0.00077",93779,"72","93,743","5,210,589","55.56","F"
1940,26,"0.00082",93706,"76","93,668","5,116,847","54.61","F"
1940,27,"0.00083",93630,"78","93,591","5,023,179","53.65","F"
1940,28,"0.00091",93552,"85","93,510","4,929,588","52.69","F"
1940,29,"0.00096",93467,"90","93,422","4,836,078","51.74","F"
1940,30,"0.00101",93377,"94","93,330","4,742,655","50.79","F"
1940,31,"0.00108",93283,"100","93,233","4,649,325","49.84","F"
1940,32,"0.00115",93183,"107","93,130","4,556,091","48.89","F"
1940,33,"0.00119",93076,"110","93,021","4,462,962","47.95","F"
1940,34,"0.00119",92966,"111","92,911","4,369,941","47.01","F"
1940,35,"0.00121",92855,"113","92,799","4,277,030","46.06","F"
1940,36,"0.00126",92743,"117","92,684","4,184,231","45.12","F"
1940,37,"0.00134",92626,"124","92,564","4,091,546","44.17","F"
1940,38,"0.00142",92502,"131","92,436","3,998,982","43.23","F"
1940,39,"0.00153",92371,"141","92,300","3,906,546","42.29","F"
1940,40,"0.00164",92230,"151","92,154","3,814,246","41.36","F"
1940,41,"0.00172",92079,"158","92,000","3,722,091","40.42","F"
1940,42,"0.00183",91921,"168","91,837","3,630,091","39.49","F"
1940,43,"0.00197",91753,"181","91,663","3,538,254","38.56","F"
1940,44,"0.00216",91572,"198","91,473","3,446,592","37.64","F"
1940,45,"0.00234",91374,"214","91,268","3,355,118","36.72","F"
1940,46,"0.00252",91161,"230","91,046","3,263,850","35.80","F"
1940,47,"0.00277",90931,"252","90,805","3,172,804","34.89","F"
1940,48,"0.00303",90679,"274","90,542","3,081,999","33.99","F"
1940,49,"0.00323",90405,"292","90,259","2,991,457","33.09","F"
1940,50,"0.00356",90113,"320","89,953","2,901,198","32.20","F"
1940,51,"0.00381",89792,"342","89,621","2,811,245","31.31","F"
1940,52,"0.00413",89450,"369","89,266","2,721,624","30.43","F"
1940,53,"0.00453",89081,"404","88,879","2,632,358","29.55","F"
1940,54,"0.00491",88677,"436","88,459","2,543,479","28.68","F"
1940,55,"0.00537",88242,"474","88,004","2,455,019","27.82","F"
1940,56,"0.00571",87767,"502","87,517","2,367,015","26.97","F"
1940,57,"0.00628",87266,"548","86,992","2,279,498","26.12","F"
1940,58,"0.00671",86717,"582","86,426","2,192,506","25.28","F"
1940,59,"0.00736",86135,"634","85,818","2,106,080","24.45","F"
1940,60,"0.00797",85501,"681","85,161","2,020,262","23.63","F"
1940,61,"0.00863",84820,"732","84,454","1,935,101","22.81","F"
1940,62,"0.00949",84088,"798","83,688","1,850,648","22.01","F"
1940,63,"0.01037",83289,"864","82,857","1,766,959","21.21","F"
1940,64,"0.01132",82425,"933","81,959","1,684,102","20.43","F"
1940,65,"0.01240",81492,"1,011","80,987","1,602,143","19.66","F"
1940,66,"0.01358",80482,"1,093","79,935","1,521,157","18.90","F"
1940,67,"0.01483",79388,"1,178","78,800","1,441,222","18.15","F"
1940,68,"0.01614",78211,"1,262","77,580","1,362,422","17.42","F"
1940,69,"0.01753",76949,"1,349","76,274","1,284,843","16.70","F"
1940,70,"0.01912",75600,"1,445","74,877","1,208,568","15.99","F"
1940,71,"0.02090",74155,"1,549","73,380","1,133,691","15.29","F"
1940,72,"0.02273",72605,"1,651","71,780","1,060,311","14.60","F"
1940,73,"0.02461",70955,"1,746","70,081","988,531","13.93","F"
1940,74,"0.02661",69208,"1,842","68,288","918,450","13.27","F"
1940,75,"0.02895",67367,"1,950","66,392","850,162","12.62","F"
1940,76,"0.03168",65417,"2,072","64,380","783,771","11.98","F"
1940,77,"0.03467",63344,"2,196","62,246","719,390","11.36","F"
1940,78,"0.03791",61148,"2,318","59,989","657,144","10.75","F"
1940,79,"0.04148",58830,"2,440","57,610","597,155","10.15","F"
1940,80,"0.04561",56390,"2,572","55,104","539,545","9.57","F"
1940,81,"0.05039",53818,"2,712","52,462","484,441","9.00","F"
1940,82,"0.05585",51106,"2,854","49,679","431,979","8.45","F"
1940,83,"0.06212",48252,"2,997","46,753","382,300","7.92","F"
1940,84,"0.06929",45254,"3,136","43,687","335,547","7.41","F"
1940,85,"0.07742",42119,"3,261","40,488","291,861","6.93","F"
1940,86,"0.08651",38858,"3,362","37,177","251,373","6.47","F"
1940,87,"0.09656",35496,"3,427","33,782","214,195","6.03","F"
1940,88,"0.10754",32069,"3,449","30,344","180,413","5.63","F"
1940,89,"0.11946",28620,"","26,911","150,069","5.24","F"
1940,90,"0.13232",25201,"3,334","23,534","123,158","4.89","F"
1940,91,"0.14614",21867,"3,196","20,269","99,624","4.56","F"
1940,92,"0.16096",18671,"3,005","17,168","79,355","4.25","F"
1940,93,"0.17679",15666,"2,770","14,281","62,187","3.97","F"
1940,94,"0.19367",12896,"2,498","11,647","47,906","3.71","F"
1940,95,"0.21054",10399,"2,189","9,304","36,258","3.49","F"
1940,96,"0.22714",8209,"1,865","7,277","26,954","3.28","F"
1940,97,"0.24315",6345,"1,543","5,573","19,677","3.10","F"
1940,98,"0.25823",4802,"1,240","4,182","14,104","2.94","F"
1940,99,"0.27208",3562,"969","3,077","9,922","2.79","F"
1940,100,"0.28667",2593,"743","2,221","6,845","2.64","F"
1940,101,"0.30205",1850,"559","1,570","4,623","2.50","F"
1940,102,"0.31827",1291,"411","1,085","3,053","2.37","F"
1940,103,"0.33537",880,"295","732","1,968","2.24","F"
1940,104,"0.35339",585,"207","482","1,235","2.11","F"
1940,105,"0.37239",378,"141","308","754","1.99","F"
1940,106,"0.39242",237,"93","191","446","1.88","F"
1940,107,"0.41354",144,"60","114","255","1.77","F"
1940,108,"0.43580",85,"37","66","141","1.66","F"
1940,109,"0.45928",48,"22","37","75","1.56","F"
1940,110,"0.48404",26,"12","20","38","1.47","F"
1940,111,"0.51015",13,"7","10","18","1.38","F"
1940,112,"0.53766",7,"4","5","8","1.29","F"
1940,113,"0.56667",3,"2","2","4","1.20","F"
1940,114,"0.59728",1,"1","1","1","1.12","F"
1940,115,"0.62954",1,"0","0","1","1.05","F"
1940,116,"0.66128",0,"0","0","0","0.98","F"
1940,117,"0.69056",0,"0","0","0","0.92","F"
1940,118,"0.72124",0,"0","0","0","0.87","F"
